77乳加巧克力,22,109,4.95454545455,1條
77歐維氏巧克力,45,230,5.11111111111,1條
AE強化蛋,100,103.5,1.34,1粒
Extra無糖口香糖,13,40,3.07692307692,1條
Ｅ多鮮乳,100,68,0.4,1杯
M&M巧克力,50,240,4.8,1包
M&M牛奶巧克力,100,291,4.81,1包
M&M花生巧克力,50,270,5.4,1包
oligo鮮乳,100,117,0.69,1杯
OREO奧利奧巧克力三明治餅乾,150,750,5,1盒
QQ軟糖,100,221,3.4,1包
七七乳加巧克力,100,295,4.84,1條
三合一咖啡,100,189.666666666667,4.33,1杯
三合一咖啡,100,189.666666666667,4.33,1包
三合一奶茶,100,448,4.48,1罐
三寶飯,640,360,0.125,1碟
三寶飯,640,360,0.125,1份
三層煙肉,100,303,4.04,1個
三節翅,67.6666666666667,156.666666666667,20.2955555555667,1個
三節翅,67.6666666666667,156.666666666667,20.2955555555667,1隻
三節翅,67.6666666666667,156.666666666667,20.2955555555667,1支
三角油豆腐,NA,67,NA,2塊
三角油豆腐,NA,67,NA,1塊
三鮮燴飯,376.5,474,1.25490084986,1份
上校雞塊,100,273.5,2.61,6塊
不二家巧克力,26,142,5.46153846154,1盒
中筋麵粉,100,264.333333333333,3.61,1份
九孔螺,100,66.5,0.92,1份
九層塔,114.25,37.2,0.32238853503175,1碟
乳酪,93.6363636363636,172.428571428571,2.05909090909091,1份
乳酪,93.6363636363636,172.428571428571,2.05909090909091,1杯
乳酪,93.6363636363636,172.428571428571,2.05909090909091,1片
乳酪蛋糕,100,290.333333333333,2.8,1個
乳酸球,100,282.5,4.71,1個
乾海帶,100,113,2.24,1碟
乾麵,255,183,1.4,1碗
二節翅,100,159,2.275,1個
五爪蘋果,100,56,0.5,1個
五花肉,70.2,284.166666666667,32.318,1塊
五花肉,70.2,284.166666666667,32.318,1片
五香滷蛋,100,144,1.86,1粒
五香粉,71.6666666666667,266.666666666667,3.74333333333333,1大匙
五香豆乾,100,231.5,3.8,1份
五香豆干,63.3333333333333,97.8,1.73296296296333,1塊
五香豆干,63.3333333333333,97.8,1.73296296296333,2張半
人參飲料,100,95,0.56,1罐
人蔘果,100,70.5,0.83,1個
什錦炒飯,100,552.666666666667,1.88,1碟
什錦炒飯,100,552.666666666667,1.88,1份
什錦炒麵,257,623,1.50194552529,1份
仙桃,87.5,104.2,0.885,1粒
仙桃,87.5,104.2,0.885,1個
仙草蜜,200,76.6666666666667,0.3083333333335,1罐
仙草蜜,200,76.6666666666667,0.3083333333335,1瓶
伯朗咖啡,250,103.5,0.428,1瓶
伯朗咖啡,250,103.5,0.428,1罐
伯朗咖啡錠,15,62,4.13333333333,8粒
低卡洛里奶油,100,122,2.22,1份
低熱量可樂飲料,100,2,0.01,1罐
低筋麵粉,100,266.333333333333,3.635,1份
低脂乳酪,100,160.5,2.41,1杯
低脂低乳糖奶粉,100,260,4.16,1份
低脂奶,153.333333333333,80.6666666666667,0.528888888889,1杯
低脂奶粉,70.7142857142857,225.5,3.86523809523814,3湯匙
低脂奶粉,70.7142857142857,225.5,3.86523809523814,3.5湯匙
低脂牛奶,242.666666666667,86.6666666666667,0.356102003643333,1杯
低膽固醇雞蛋,100,110.5,1.43,1粒
低鈉鹽,100,5.5,0.11,1個
低鹽醬油,100,42,0.77,1個
保久優酪乳,100,113.5,0.67,1杯
保健油,100,463.5,8.83,1小匙
假人蔘,100,32,0.32,1碟
健宜可樂,350,10,0.0285714285714,1罐
健康醋飲料,100,88,0.52,1罐
健怡可口可樂,355,4,0.0112676056338,1罐
健素糖,100,232.5,3.88,1個
健脂奶粉,100,312.5,4.81,1份
健達出奇蛋,20,110,5.5,1個
健達巧克力,40,250,6.25,1包
傳統年糕,100,156,2.4,1塊
傳統豆腐,100,79,0.88,1個
優格,NA,134,NA,1個
優格,NA,134,NA,1杯
優質葵花油,100,463.5,8.83,1小匙
優酪乳,107.692307692308,93.625,0.703076923076923,1個
優酪乳,107.692307692308,93.625,0.703076923076923,1罐
優酪乳,107.692307692308,93.625,0.703076923076923,1瓶
優酪寡糖,100,74.5,0.44,1個
優鮮沛蔓越苺,200,650,3.25,大罐
免煮飯,100,252,1.68,1碗
兔肉,94.5,106.625,1.14482142857125,14粒
全脂保久乳,100,93,0.615,1杯
全脂優酪乳,227,140,0.616740088106,1杯
全脂奶,128,81.4,0.639,1杯
全脂奶粉,66.2,307.363636363636,4.719922077921,4湯匙
全脂奶粉,66.2,307.363636363636,4.719922077921,4匙
全脂奶粉,66.2,307.363636363636,4.719922077921,4.5湯匙
全脂牛奶,240,150,0.625,1杯
全蛋,50,80,1.6,1個
全麥土司,100,181,2.9,1片
全麥葡萄乾小餐包,30,111,3.7,1份
全麥麵包,25,65,2.6,1片
全麥麵粉,100,214.5,3.58,1份
八寶粥,135,118.555555555556,0.678552631579,1個
八寶粥,135,118.555555555556,0.678552631579,1罐
再來米粉,100,316.5,3.52,1碗
冬瓜湯,35,43,2.06,1碗
冬瓜糖磚,100,277.5,3.7,1個
冬瓜茶,100,71.6666666666667,0.33,1罐
冬粉,23,96.6666666666667,3.47826086957,1把
冬蟲夏草茶,100,44,0.26,1罐
冰淇淋,86,148.285714285714,1.662045454545,1球
冰淇淋,86,148.285714285714,1.662045454545,1杯
冰淇淋粉,100,350.333333333333,4.095,1球
冰糖,76.5714285714286,302.285714285714,3.93850340136,1大匙
冷凍木耳,100,28,0.51,1碟
冷凍毛豆,100,99,1.32,1個
冷凍洋菇,100,21,0.39,1碟
冷凍熟烤雞翅,100,151,2.16,1盤
