掐不齊,100,89,0.89
排骨,64.5,179,2.76931034483
排骨醬,100,120,2.19
排骨麵,NA,493.333333333333,NA
掛面,100,345.5,3.455
掛麵,100,346,3.46
提子,100,58.875,0.665714285714286
提子乾,100,297.5,2.975
提子葉,100,81,0.81
擔仔麵,242.5,172,0.8833179723495
敏豆,78,49.3333333333333,0.884285714285
敗醬,100,54,0.54
散葉甘藍,100,32.3333333333333,0.323333333333333
文旦,145,56.75,0.3705263157895
文蛤,69.5,52.8333333333333,1.34302840434417
文蜆,100,77,0.87
斑節對蝦,100,103,1.03
斑豆,100,179.75,1.7975
斑豆芽,100,34.6666666666667,0.346666666666667
斑駁纓唇牛舌魚,100,92,0.92
斑魚,100,140.5,1.405
新國民便當,350,707.5,2.0242820739
新疆哈蜜瓜,100,43,0.25
新西蘭羊仔前腱肉,100,211,2.11
新西蘭羊仔肋排,100,275.333333333333,2.75333333333333
新西蘭羊仔肩胛,100,273.666666666667,2.73666666666667
新西蘭羊仔腿肉,100,200.166666666667,2.00166666666667
新西蘭羊仔里脊肉,100,252.666666666667,2.52666666666667
新馬鈴薯,100,74.3333333333333,0.743333333333333
方糖,60.5,102.833333333333,3.82976190476
方腿,100,117,1.17
旗魚丸,100,93.6666666666667,1.53
旗魚塊,100,132.5,1.77
旗魚鬆,100,295.5,4.73
日式冷麵,504,564,1.69047619048
日式炸豆皮,100,221,3.85
日式照燒醬,100,89,0.89
日式餃子,NA,55,NA
日本對蝦,100,86,0.86
早桃,100,40,0.4
早秈,100,350.25,3.5025
早酥梨,100,46.5,0.465
早餐煙肉片,100,131.333333333333,1.31333333333333
早餐牛肉條,100,427.5,4.275
旭蟹,100,50.5,0.78
旱久保桃,100,47.5,0.475
旱芹,83,14,0.1760606060605
旱蘋果,100,32,0.32
旺旺仙貝,120,291.666666666667,3.5
明太魚,72.5,88,1.41777777778
明月梨,100,53.5,0.535
明蝦,67.5714285714286,67,1.016399137379
春卷,100,314.25,3.69333333333333
春捲,146,375,2.99235294117667
春捲皮,32,75,2.3431372549
春筍,100,22.5,0.225
昭和草,100,26,0.26
晚桃,100,40,0.4
